text,label,source
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
disappointing and poorly made film. Do not waste your money on this,0,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
every minute of it. This movie was absolutely fantastic and I loved,1,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
so incredibly boring. I fell asleep halfway through because it was,0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
the acting was painfully bad throughout. The plot made no sense and,0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
"best films I have ever seen, highly recommend to everyone. One of the",1,synthetic
"that fails on every conceivable level. A tedious, predictable mess",0,synthetic
minute of it. This movie was absolutely fantastic and I loved every,1,synthetic
every minute of it. This movie was absolutely fantastic and I loved,1,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
"a total disaster from start. The worst movie I have seen this year,",0,synthetic
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
was painfully bad throughout. The plot made no sense and the acting,0,synthetic
"cried, and I left the theatre feeling completely satisfied. I laughed, I",1,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"should be: powerful, emotional, and beautiful. This is exactly what cinema",1,synthetic
"I left the theatre feeling completely satisfied. I laughed, I cried, and",1,synthetic
story to life beautifully. The director did a brilliant job bringing this,1,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
"what cinema should be: powerful, emotional, and beautiful. This is exactly",1,synthetic
I loved every minute of it. This movie was absolutely fantastic and,1,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
superb acting make this a must-watch film. Exceptional screenplay and,1,synthetic
"was that bad. I wanted to walk out after the first ten minutes, it",0,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
poorly made film. Do not waste your money on this disappointing and,0,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
was painfully bad throughout. The plot made no sense and the acting,0,synthetic
to life beautifully. The director did a brilliant job bringing this story,1,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
keeps you on the edge. The cinematography is stunning and the plot,1,synthetic
"I left the theatre feeling completely satisfied. I laughed, I cried, and",1,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
"left the theatre feeling completely satisfied. I laughed, I cried, and I",1,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
"terrible in every way. This was a complete waste of time, absolutely",0,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
this disappointing and poorly made film. Do not waste your money on,0,synthetic
"minutes, it was that bad. I wanted to walk out after the first ten",0,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
waste your money on this disappointing and poorly made film. Do not,0,synthetic
"the best films I have ever seen, highly recommend to everyone. One of",1,synthetic
so incredibly boring. I fell asleep halfway through because it was,0,synthetic
stay with you forever. A heartwarming and deeply moving story that will,1,synthetic
